mean,std,rms,peak_to_peak,energy,skewness,kurtosis,dominant_frequency,spectral_centroid,spectral_bandwidth,low_band_energy,mid_band_energy,high_band_energy,label
-0.007204241514448175,0.8068889151019089,0.8069210757007986,3.486518846313426,651.121622410134,-0.03359095573718975,-0.9835166911216793,50.0,202.11908170813933,147.15879725664527,318175.5630162844,3164.3727238463084,4229.019699125103,normal
-0.00813798341450498,0.8142386877167969,0.8142793546129155,3.395449645600257,663.0508673488262,0.006170957934042775,-0.9663738034472655,50.0,203.3591247800726,147.03661174854383,323710.36134049506,3263.0951512497127,4563.345245154983,normal
-0.0033613590964246963,0.799600772137921,0.7996078373418651,3.366071756182589,639.3726935385347,-0.0138173136754651,-0.9627903394186523,50.0,207.10486077022068,147.88669020008092,311648.3475278366,3240.5840122710897,4796.955863817286,normal
0.005771873365184063,0.8058848139406641,0.8059054832065125,3.301961298652062,649.4836478623224,0.003925727126237187,-0.9560910975621622,50.0,204.6981187450783,147.84772704854623,316623.1722917581,3611.6840027991243,4521.0801360449705,normal
-0.0014689359187468342,0.8091759504209096,0.80917728373473,3.437735347272637,654.7678765123158,0.03995708369757229,-0.9653353505524866,50.0,207.24767371514184,149.49909582558314,319225.2219369047,3058.920366501062,5095.022841746116,normal
0.00027957698998241345,0.8031411972866638,0.8031412459476535,3.614759714769118,645.0358609423491,0.026839670191295486,-0.9501650295846722,50.0,198.64264020874575,143.88970445762618,314860.50597345596,3890.8626875606183,3766.565370880783,normal
-0.0018750450695460374,0.808996178678681,0.8089983516118691,3.6812314215445134,654.4783329107213,-0.0189993748786903,-1.0045725956171296,50.0,199.07781534743273,146.05857099271756,319645.07958297513,3500.9829780774176,4094.7479354113275,normal
-0.010841936406078289,0.8094562075957388,0.8095288133231018,3.6086211357987255,655.3368996003094,0.0157756554619962,-0.9667378754668188,50.0,198.80855144386123,147.2940463458816,320914.09889362444,3016.184004186771,3755.9900061660455,normal
-0.004340578474998161,0.8034489594095261,0.8034606841642893,3.641681535870231,645.5490709977478,-0.018951235606873104,-0.9235330498504877,50.0,203.61875239558083,148.27402472560738,314650.7239140874,3531.319205568037,4597.609259449165,normal
0.0008397136083309742,0.8043907828914939,0.8043912211851486,3.601486872410983,647.0452367197347,-0.023016129287330003,-1.0129757199123037,50.0,205.47607086464203,148.8223069590516,315510.13845658064,3199.060867331348,4813.072348025407,normal
-0.010333441286273665,0.8063909984525318,0.8064572043165639,3.473612701104737,650.373222394088,-0.02221363841078977,-0.9661097872256939,50.0,202.43155236701242,148.81348094957403,317568.3813631133,3128.8305109080493,4540.255068429181,normal
0.002453767093017655,0.7901377433370207,0.7901415534058859,3.5270546645936482,624.3236744186664,0.00643525047063648,-0.9540196005101409,50.0,204.45935626598975,145.90567234528277,304282.2816344239,3190.0500032505306,4680.522588115642,normal
0.001992569170504254,0.8022930052966318,0.8022954796580875,3.537591743873903,643.6780366798006,0.023866719555205876,-0.9731904735940575,50.0,198.45603452631843,144.77696753546854,314260.99862897856,3645.59396959499,3918.3046280570766,normal
0.0021211962413603055,0.8073308853990284,0.807333672029523,3.4361133510506043,651.7876579926733,-0.01559802927813765,-0.9404128048691978,50.0,204.61331893083255,147.1125049615166,317850.54757953377,3636.1574240643076,4396.1615490023105,normal
-0.0016887729407933474,0.7982569219550643,0.7982587083165577,3.43178489398606,637.2169654032191,-0.006280024387773287,-0.9577540047019544,50.0,205.73774492414455,149.54005905210656,311052.9979886045,3033.9354997688497,4520.84111818724,normal
0.0022223812988941935,0.8056329910034746,0.8056360562759355,3.544382354975366,649.0494551718423,0.011179684607702035,-0.9407669406797408,50.0,199.352855538618,145.96657894986987,317400.280661955,3128.2082733652896,3996.9411788758853,normal
-0.00304530277272461,0.8057614979560686,0.8057672526588463,3.4792975667818373,649.2608654573851,0.023128471857137338,-0.9589744600286085,50.0,203.66074951288255,147.65343041647824,317335.48566431174,2925.832356483981,4349.007682557862,normal
0.001890681795898534,0.8006141579891255,0.8006163904456925,3.4368673848956064,640.9866046502896,-0.014482089910003226,-0.9425083206972182,50.0,206.27593871834384,150.6324507436747,312416.34718731284,3634.479329312644,4422.1391914907545,normal
-0.0036970638298667266,0.8082396013934035,0.8082480569364393,3.624438442664946,653.2649215415297,0.03316919389451388,-0.9699039473083761,50.0,201.27711733529645,145.76543222084877,318489.4975313682,3533.6122229038015,4616.12449469795,normal
-0.005732119590378648,0.8046474269978123,0.8046678438767129,3.4758404119753683,647.490338969198,0.009923004044419403,-1.0034351847642298,50.0,203.11029699505627,147.09883170518384,316184.5180620951,3250.938957215246,4309.98812540956,normal
-0.013327638162809923,0.8129868452430515,0.8130960807169397,3.565426779649836,661.1252364772481,-0.003572340210423507,-0.9400474331058475,50.0,204.3884635026575,148.69078142034894,322540.2737885098,3299.6435580673124,4805.499096248173,normal
0.007100925709184202,0.8032622806111211,0.8032936664747874,3.611761730404793,645.280714598507,0.021932272980861527,-0.922726333128832,50.0,199.40507494293394,145.9412687870167,315254.2335841371,3627.566969847793,3783.7063330660367,normal
-0.0011405522277513028,0.8103775895260421,0.8103783921511126,3.653220775577261,656.7131384654226,0.015848294875880912,-0.9613694204023728,50.0,202.8714262920978,148.68711393262203,320835.5700206148,2924.363060005794,4596.666151019676,normal
-0.005849127280146365,0.801780325460647,0.8018016603785006,3.626913563683789,642.8859025857205,0.00307329026470565,-0.938307352531162,50.0,197.6006210960163,145.07107058338403,313956.12821596774,3559.4545117127727,3943.889686014524,normal
-0.0005383509882333919,0.8048977210221893,0.8048979010585755,3.391412428834955,647.8606311285004,0.005390903951345366,-0.977256687486296,50.0,208.172100718106,149.41298905112976,315815.60078955867,3403.412374643695,4689.833117443145,normal
0.0062069200807070984,0.8056404563790439,0.8056643661050936,3.480638068590556,649.0950708115224,-0.007132794496752854,-0.9354270526571917,50.0,204.0055881527306,147.0476049159811,316938.7524239117,3145.8395669580914,4478.610712243235,normal
0.001438452107573241,0.8068774355890983,0.8068787177806249,3.8639915201162705,651.0532652073053,0.014393653229173456,-0.8928572599313411,50.0,205.69007183750546,148.28509227912159,317439.65121623117,3529.2241394232087,4549.3015037867735,normal
0.005810829637605602,0.7977622424486861,0.7977834049526434,3.6221282915429476,636.4583612178335,0.018706962176412507,-0.9225482054743517,50.0,206.47872470858118,146.99472633310046,310076.5354880863,3461.5734346367262,4707.092217879268,normal
-0.0012435431292395483,0.8054386781677753,0.8054396381406662,3.720633171160758,648.7330106881673,0.027312817631505486,-0.9569993725267514,50.0,205.04296174508985,149.02740504428294,316552.71679519257,3143.6114377275644,4670.684545660286,normal
